Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2017-01-01 00:00:00,1.308,2.059,4.878,4.200,30.68,26.080
2017-01-01 00:30:00,1.319,2.159,5.263,4.375,28.65,25.990
2017-01-01 01:00:00,1.216,1.852,4.651,4.288,26.54,25.990
2017-01-01 01:30:00,1.182,1.940,4.762,4.155,30.15,25.890
2017-01-01 02:00:00,1.188,1.836,5.000,4.180,31.73,25.890
2017-01-01 02:30:00,1.116,1.810,5.000,4.203,39.38,25.800
2017-01-01 03:00:00,1.124,2.046,5.000,4.460,34.63,25.750
2017-01-01 03:30:00,1.117,1.693,5.000,4.340,30.24,25.800
2017-01-01 04:00:00,0.989,1.843,4.762,4.173,28.57,25.750
2017-01-01 04:30:00,1.002,1.529,7.143,4.015,39.29,25.840
2017-01-01 05:00:00,1.030,1.804,5.263,4.124,144.35,25.840
2017-01-01 05:30:00,0.976,1.810,8.000,4.158,76.92,25.800
2017-01-01 06:00:00,0.868,1.569,5.556,3.623,78.68,25.800
2017-01-01 06:30:00,0.963,1.677,7.143,3.929,83.51,25.750
2017-01-01 07:00:00,0.899,1.530,7.692,3.822,79.47,25.660
2017-01-01 07:30:00,0.871,1.576,7.407,3.650,82.10,25.660
2017-01-01 08:00:00,0.871,1.536,7.692,3.743,80.08,25.660
2017-01-01 08:30:00,0.881,1.631,7.407,3.467,82.98,25.750
2017-01-01 09:00:00,0.844,1.542,6.667,3.583,76.39,25.750
2017-01-01 09:30:00,0.875,1.611,6.897,3.690,75.33,25.840
2017-01-01 10:00:00,0.844,1.662,6.897,3.851,71.82,25.890
2017-01-01 10:30:00,0.907,1.680,7.407,4.384,78.15,25.990
2017-01-01 11:00:00,0.872,1.883,6.897,4.280,68.57,26.220
2017-01-01 11:30:00,0.909,1.659,6.250,4.413,69.62,26.170
2017-01-01 12:00:00,0.880,1.592,6.250,4.585,72.52,26.270
2017-01-01 12:30:00,0.981,1.819,6.250,4.743,67.86,26.550
2017-01-01 13:00:00,0.945,1.821,7.143,4.379,73.22,26.320
2017-01-01 13:30:00,0.976,1.999,7.407,4.237,77.27,26.360
2017-01-01 14:00:00,0.944,1.681,6.452,4.008,70.68,26.320
2017-01-01 14:30:00,0.976,1.539,6.452,3.990,75.86,26.360
2017-01-01 15:00:00,1.035,1.859,7.143,3.876,76.48,26.270
2017-01-01 15:30:00,1.139,2.273,6.250,4.162,74.81,26.270
2017-01-01 16:00:00,1.118,1.752,7.407,4.094,78.15,26.170
2017-01-01 16:30:00,1.208,2.444,6.667,4.234,77.09,26.220
2017-01-01 17:00:00,1.210,1.902,6.667,4.303,43.25,26.170
2017-01-01 17:30:00,1.239,1.863,6.452,4.271,74.90,26.130
2017-01-01 18:00:00,1.256,1.990,6.897,4.240,77.88,26.130
2017-01-01 18:30:00,1.206,2.517,6.452,4.273,75.69,26.080
2017-01-01 19:00:00,1.134,1.685,6.667,4.445,77.97,26.130
2017-01-01 19:30:00,1.200,1.890,5.882,4.534,79.38,26.460
2017-01-01 20:00:00,1.249,2.014,4.651,4.424,65.40,26.600
2017-01-01 20:30:00,1.191,2.412,5.556,4.237,77.36,26.600
2017-01-01 21:00:00,1.190,2.385,5.556,4.417,86.76,26.600
2017-01-01 21:30:00,1.226,2.069,6.250,4.244,81.05,26.600
2017-01-01 22:00:00,1.279,2.255,6.250,4.476,79.82,26.550
2017-01-01 22:30:00,1.309,2.255,5.128,4.391,80.43,26.600
2017-01-01 23:00:00,1.194,1.955,5.405,4.397,70.94,26.550
2017-01-01 23:30:00,1.183,2.001,5.263,4.586,67.95,26.550
2017-01-02 00:00:00,1.140,1.749,5.882,4.552,62.94,26.600
2017-01-02 00:30:00,1.136,1.862,5.263,4.375,58.98,26.600
2017-01-02 01:00:00,1.132,2.175,5.263,4.498,52.48,26.650
2017-01-02 01:30:00,1.129,2.160,5.263,4.423,58.37,26.650
2017-01-02 02:00:00,1.072,1.826,5.556,4.457,60.39,26.600
2017-01-02 02:30:00,1.084,1.914,10.526,4.659,56.52,26.600
2017-01-02 03:00:00,1.089,1.883,6.061,4.483,59.16,26.550
2017-01-02 03:30:00,1.033,1.706,5.714,4.534,56.96,26.550
2017-01-02 04:00:00,1.068,1.802,6.061,4.564,54.06,26.510
2017-01-02 04:30:00,0.968,1.555,6.452,4.423,58.02,26.410
2017-01-02 05:00:00,0.994,1.575,6.061,4.421,145.84,26.410
2017-01-02 05:30:00,0.965,1.667,5.882,4.301,63.64,26.460
2017-01-02 06:00:00,0.999,1.880,6.897,4.305,74.19,26.460
2017-01-02 06:30:00,0.947,1.499,6.061,4.162,61.88,26.410
2017-01-02 07:00:00,0.998,1.580,6.897,4.290,60.74,26.410
2017-01-02 07:30:00,0.956,1.898,6.250,4.554,54.68,26.360
2017-01-02 08:00:00,0.960,1.943,5.882,4.495,55.64,26.410
2017-01-02 08:30:00,0.934,1.564,6.897,4.388,56.70,26.510
2017-01-02 09:00:00,0.961,1.582,6.667,4.537,60.04,26.650
2017-01-02 09:30:00,0.957,1.581,6.250,4.334,50.63,26.740
2017-01-02 10:00:00,0.923,1.621,6.452,4.284,59.25,26.700
2017-01-02 10:30:00,0.958,1.705,6.061,4.311,47.82,26.740
2017-01-02 11:00:00,0.928,1.591,6.061,4.184,50.46,26.700
2017-01-02 11:30:00,0.956,1.535,11.111,4.313,125.18,26.700
2017-01-02 12:00:00,0.998,1.832,5.405,4.396,48.43,26.740
2017-01-02 12:30:00,0.915,1.600,5.556,4.324,48.70,26.740
2017-01-02 13:00:00,0.913,1.655,5.714,4.088,51.42,26.650
2017-01-02 13:30:00,0.959,1.486,5.882,4.159,54.24,26.700
2017-01-02 14:00:00,0.969,1.646,11.111,4.170,117.27,26.740
2017-01-02 14:30:00,1.019,1.686,11.111,3.942,125.36,26.700
2017-01-02 15:00:00,0.960,1.702,6.452,3.968,130.63,26.740
2017-01-02 15:30:00,0.999,1.700,5.882,3.796,52.13,26.650
2017-01-02 16:00:00,1.019,1.584,5.882,3.709,44.39,26.650
2017-01-02 16:30:00,1.004,1.759,6.250,3.839,63.38,26.650
2017-01-02 17:00:00,0.955,1.669,10.000,3.884,120.52,26.650
2017-01-02 17:30:00,0.959,1.844,3.636,3.939,152.87,26.790
2017-01-02 18:00:00,0.916,1.508,11.111,4.202,144.70,26.840
2017-01-02 18:30:00,0.880,1.369,9.524,4.243,130.28,26.930
2017-01-02 19:00:00,0.868,1.434,11.111,4.234,133.88,26.980
2017-01-02 19:30:00,0.889,1.387,11.765,4.171,137.75,26.930
2017-01-02 20:00:00,0.915,1.631,6.250,4.316,41.14,26.930
2017-01-02 20:30:00,0.843,1.429,5.714,4.392,53.97,26.930
2017-01-02 21:00:00,0.892,1.352,6.061,4.740,54.85,26.930
2017-01-02 21:30:00,0.829,1.370,8.333,4.826,119.38,26.980
2017-01-02 22:00:00,0.846,1.411,10.000,4.841,118.68,27.030
2017-01-02 22:30:00,1.027,1.499,5.000,5.116,196.92,27.080
2017-01-02 23:00:00,1.118,1.839,5.000,4.867,174.06,27.080
2017-01-02 23:30:00,1.219,1.939,5.882,5.326,176.96,27.080
2017-01-03 00:00:00,1.347,2.221,5.556,5.278,151.11,27.030
2017-01-03 00:30:00,1.440,2.578,6.452,5.189,164.13,27.030
2017-01-03 01:00:00,1.355,2.358,6.061,5.248,150.68,26.980
2017-01-03 01:30:00,1.362,2.556,5.714,5.165,159.29,26.930
2017-01-03 02:00:00,1.292,2.253,6.250,5.084,159.38,26.930
2017-01-03 02:30:00,1.311,2.153,6.250,5.231,165.18,26.890
2017-01-03 03:00:00,1.395,2.666,6.061,5.169,162.37,26.890
2017-01-03 03:30:00,1.371,2.857,6.061,5.089,164.65,26.890
2017-01-03 04:00:00,1.376,2.741,5.882,4.991,157.80,26.840
2017-01-03 04:30:00,1.415,2.622,6.061,5.078,165.09,26.790
2017-01-03 05:00:00,1.534,2.855,5.882,5.118,166.94,26.790
2017-01-03 05:30:00,1.516,2.431,6.250,5.106,177.66,26.790
2017-01-03 06:00:00,1.730,2.983,6.250,5.413,173.36,26.790
2017-01-03 06:30:00,1.783,2.976,6.061,5.253,175.55,26.790
2017-01-03 07:00:00,1.855,3.041,6.897,5.489,185.05,26.840
2017-01-03 07:30:00,1.894,3.239,6.667,5.617,187.33,26.840
2017-01-03 08:00:00,1.934,2.848,7.143,5.526,184.52,26.890
2017-01-03 08:30:00,2.103,3.029,7.407,5.651,181.00,26.890
2017-01-03 09:00:00,1.976,3.047,7.143,5.501,176.96,26.890
2017-01-03 09:30:00,1.825,3.100,6.667,5.283,179.16,26.890
2017-01-03 10:00:00,1.861,3.617,6.250,5.440,178.10,26.890
2017-01-03 10:30:00,1.664,2.986,7.692,4.999,154.90,26.890
2017-01-03 11:00:00,1.894,3.060,6.897,5.260,162.28,26.840
2017-01-03 11:30:00,1.893,3.489,8.000,5.721,138.02,26.840
2017-01-03 12:00:00,1.989,4.101,8.000,5.671,158.06,26.790
2017-01-03 12:30:00,2.162,3.639,8.696,5.885,166.15,26.890
2017-01-03 13:00:00,2.107,3.346,8.696,5.661,161.22,26.930
2017-01-03 13:30:00,2.548,4.090,8.696,6.160,163.25,26.930
2017-01-03 14:00:00,2.529,4.095,9.091,6.207,165.44,26.980
2017-01-03 14:30:00,3.057,4.969,8.696,6.600,172.92,26.980
2017-01-03 15:00:00,3.456,6.164,9.524,6.960,177.66,26.980
2017-01-03 15:30:00,3.614,5.452,9.091,7.131,171.25,26.930
2017-01-03 16:00:00,3.715,6.372,9.091,7.056,169.14,26.930
2017-01-03 16:30:00,3.553,5.178,9.524,7.082,169.14,26.890
2017-01-03 17:00:00,3.596,5.839,9.524,6.889,157.80,26.890
2017-01-03 17:30:00,3.525,6.789,9.091,6.849,174.24,26.930
2017-01-03 18:00:00,3.423,6.682,9.524,6.934,176.17,26.980
2017-01-03 18:30:00,3.338,5.390,9.091,6.718,157.44,27.030
2017-01-03 19:00:00,3.390,5.377,9.091,6.805,165.53,27.030
2017-01-03 19:30:00,3.411,5.103,8.696,6.539,171.86,26.980
2017-01-03 20:00:00,3.423,5.104,8.696,6.796,165.80,26.980
2017-01-03 20:30:00,3.167,4.802,10.000,6.690,170.10,26.980
2017-01-03 21:00:00,3.306,6.603,9.524,6.939,159.64,26.980
2017-01-03 21:30:00,3.078,5.725,9.524,6.711,164.92,26.930
2017-01-03 22:00:00,2.924,4.642,9.524,6.381,160.35,26.890
2017-01-03 22:30:00,3.084,4.984,8.696,6.346,163.86,26.890
2017-01-03 23:00:00,2.786,4.331,8.000,6.403,153.40,26.840
2017-01-03 23:30:00,2.874,4.152,9.524,6.309,162.10,26.790
2017-01-04 00:00:00,2.776,4.462,7.407,5.967,143.82,26.890
2017-01-04 00:30:00,2.954,4.973,8.333,6.572,151.11,26.890
2017-01-04 01:00:00,3.161,6.422,8.333,6.573,150.15,26.790
2017-01-04 01:30:00,2.874,4.704,9.091,6.742,160.35,26.790
2017-01-04 02:00:00,2.841,4.675,7.407,6.566,157.09,26.790
2017-01-04 02:30:00,2.837,4.372,8.696,6.491,166.32,26.740
2017-01-04 03:00:00,2.895,5.167,8.696,6.496,156.21,26.650
2017-01-04 03:30:00,2.752,3.894,8.333,6.493,163.77,26.650
2017-01-04 04:00:00,2.636,4.577,8.000,6.284,167.64,26.650
2017-01-04 04:30:00,2.664,4.386,9.091,6.036,168.35,26.600
2017-01-04 05:00:00,2.740,4.564,9.091,6.348,174.24,26.550
2017-01-04 05:30:00,2.544,4.674,8.696,6.000,167.55,26.550
2017-01-04 06:00:00,2.648,4.577,7.692,5.975,163.51,26.510
2017-01-04 06:30:00,2.871,5.015,9.091,6.268,169.31,26.510
2017-01-04 07:00:00,2.440,4.318,9.091,6.205,160.52,26.510
2017-01-04 07:30:00,2.533,4.313,8.696,5.828,173.18,26.460
2017-01-04 08:00:00,2.559,4.926,9.091,6.178,161.40,26.460
2017-01-04 08:30:00,2.442,4.533,7.692,5.840,158.41,26.510
2017-01-04 09:00:00,2.385,4.563,7.143,5.812,145.58,26.510
2017-01-04 09:30:00,2.493,3.847,8.333,6.049,167.64,26.510
2017-01-04 10:00:00,2.436,4.079,8.333,5.962,172.30,26.550
2017-01-04 10:30:00,2.598,4.671,8.333,5.990,163.33,26.600
2017-01-04 11:00:00,2.513,3.965,7.407,6.034,156.57,26.650
2017-01-04 11:30:00,2.576,4.219,8.000,6.287,163.60,26.650
2017-01-04 12:00:00,2.537,4.615,8.696,6.034,162.98,26.700
2017-01-04 12:30:00,2.577,4.026,8.333,6.196,158.15,26.740
2017-01-04 13:00:00,2.499,4.110,7.692,6.238,155.60,26.700
2017-01-04 13:30:00,2.766,4.840,8.000,6.313,158.06,26.650
2017-01-04 14:00:00,2.702,4.519,7.407,6.327,145.93,26.650
2017-01-04 14:30:00,2.603,4.792,7.407,6.379,152.43,26.650
2017-01-04 15:00:00,2.707,4.751,7.692,6.232,154.37,26.650
2017-01-04 15:30:00,2.551,4.881,7.143,6.204,161.14,26.600
2017-01-04 16:00:00,2.545,4.109,8.000,6.192,162.98,26.650
2017-01-04 16:30:00,2.564,4.413,8.000,6.046,170.28,26.600
2017-01-04 17:00:00,2.556,4.381,8.696,6.401,165.09,26.600
2017-01-04 17:30:00,2.521,3.954,7.407,6.451,148.83,26.600
2017-01-04 18:00:00,2.497,4.047,8.000,5.947,164.13,26.650
2017-01-04 18:30:00,2.332,3.958,8.333,6.042,162.54,26.650
2017-01-04 19:00:00,2.475,4.511,8.333,6.355,161.22,26.700
2017-01-04 19:30:00,2.324,4.163,8.333,5.968,163.16,26.700
2017-01-04 20:00:00,2.265,4.197,8.333,5.961,157.53,26.740
2017-01-04 20:30:00,2.237,3.381,7.407,5.752,151.20,26.740
2017-01-04 21:00:00,2.193,3.406,8.000,5.740,152.61,26.790
2017-01-04 21:30:00,2.266,3.712,7.407,5.735,155.07,26.790
2017-01-04 22:00:00,2.324,3.950,7.407,6.082,149.62,26.840
2017-01-04 22:30:00,2.370,3.902,6.667,5.867,147.86,26.840
2017-01-04 23:00:00,2.270,4.250,6.897,5.633,152.96,26.890
2017-01-04 23:30:00,2.197,3.596,7.407,5.783,132.57,26.840
2017-01-05 00:00:00,2.054,3.437,6.667,5.684,137.14,26.840
2017-01-05 00:30:00,2.164,3.444,7.407,5.650,145.58,26.890
2017-01-05 01:00:00,2.249,4.137,6.897,5.673,129.40,26.890
2017-01-05 01:30:00,2.161,4.963,7.407,6.006,137.31,26.840
2017-01-05 02:00:00,2.024,3.518,7.692,5.792,151.91,26.790
2017-01-05 02:30:00,2.181,3.339,6.667,5.993,134.50,26.740
2017-01-05 03:00:00,2.072,3.451,7.143,5.664,140.48,26.740
2017-01-05 03:30:00,1.946,3.174,6.897,5.668,141.44,26.700
2017-01-05 04:00:00,2.008,3.383,7.143,5.551,149.80,26.700
2017-01-05 04:30:00,1.947,3.584,6.452,5.366,123.86,26.650
2017-01-05 05:00:00,1.929,4.037,6.667,5.627,139.95,26.650
2017-01-05 05:30:00,1.895,3.136,6.452,5.633,126.06,26.650
2017-01-05 06:00:00,1.828,3.236,7.143,5.366,146.54,26.650
2017-01-05 06:30:00,1.890,3.116,8.696,5.397,161.40,26.650
2017-01-05 07:00:00,1.824,3.338,7.143,5.545,137.05,26.650
2017-01-05 07:30:00,1.764,2.843,7.407,5.460,149.36,26.650
2017-01-05 08:00:00,1.637,3.174,6.897,5.405,144.79,26.650
2017-01-05 08:30:00,1.660,2.900,6.667,5.288,130.98,26.700
2017-01-05 09:00:00,1.740,3.154,8.000,5.745,158.68,26.740
2017-01-05 09:30:00,1.824,3.355,7.692,5.516,145.22,26.790
2017-01-05 10:00:00,1.868,3.137,7.143,5.770,159.91,26.890
2017-01-05 10:30:00,1.921,3.426,7.692,6.096,150.76,26.930
2017-01-05 11:00:00,1.850,3.034,7.143,5.776,150.85,26.930
2017-01-05 11:30:00,1.904,3.384,7.692,5.834,143.73,26.980
2017-01-05 12:00:00,1.824,3.017,6.452,5.974,129.14,27.030
2017-01-05 12:30:00,1.824,3.079,6.452,5.824,142.76,27.080
2017-01-05 13:00:00,1.814,3.053,7.692,5.915,131.77,27.080
2017-01-05 13:30:00,1.782,2.997,8.000,5.969,130.02,27.130
2017-01-05 14:00:00,1.790,3.149,8.696,5.925,123.33,27.080
2017-01-05 14:30:00,1.861,3.530,8.000,6.081,144.52,27.080
2017-01-05 15:00:00,1.789,3.266,7.692,5.715,121.49,27.080
2017-01-05 15:30:00,1.790,2.742,8.333,5.880,130.81,27.030
2017-01-05 16:00:00,1.810,3.126,6.897,5.958,114.98,26.980
2017-01-05 16:30:00,1.834,2.909,7.407,5.651,128.96,26.980
2017-01-05 17:00:00,1.650,2.833,8.000,5.597,135.64,26.980
2017-01-05 17:30:00,1.702,2.768,8.333,5.763,135.55,26.980
2017-01-05 18:00:00,1.668,2.738,8.000,5.505,142.06,27.030
2017-01-05 18:30:00,1.720,2.874,7.143,5.759,138.89,27.030
2017-01-05 19:00:00,1.713,3.169,8.000,5.746,137.22,27.080
2017-01-05 19:30:00,1.686,3.046,8.000,5.666,138.98,27.080
2017-01-05 20:00:00,1.866,3.036,8.333,6.187,134.59,27.030
2017-01-05 20:30:00,1.800,3.562,8.333,5.784,135.99,27.080
2017-01-05 21:00:00,1.819,2.893,7.407,5.871,164.21,27.080
2017-01-05 21:30:00,1.854,3.008,7.692,5.895,158.06,27.080
2017-01-05 22:00:00,1.777,3.001,7.407,5.858,141.97,27.080
2017-01-05 22:30:00,1.823,3.251,8.333,5.957,150.41,27.080
2017-01-05 23:00:00,1.811,2.918,9.091,5.775,123.69,27.080
2017-01-05 23:30:00,1.929,3.012,8.333,6.213,149.18,27.080
2017-01-06 00:00:00,1.936,3.677,8.696,6.188,124.92,27.080
2017-01-06 00:30:00,1.837,3.098,7.407,5.958,156.74,27.080
2017-01-06 01:00:00,1.747,3.025,9.091,5.806,145.40,27.080
2017-01-06 01:30:00,1.886,2.856,8.696,6.079,136.43,27.080
2017-01-06 02:00:00,1.783,2.944,8.333,5.856,153.58,27.030
2017-01-06 02:30:00,1.780,3.428,8.696,5.782,144.61,27.030
2017-01-06 03:00:00,1.752,3.273,7.692,5.980,131.25,26.980
2017-01-06 03:30:00,1.751,3.377,7.692,5.859,122.10,26.930
2017-01-06 04:00:00,1.664,2.938,8.333,5.761,149.36,26.930
2017-01-06 04:30:00,1.738,3.271,7.692,5.888,130.19,26.930
2017-01-06 05:00:00,1.706,2.757,9.524,5.763,149.71,26.980
2017-01-06 05:30:00,1.772,2.844,8.333,5.718,142.94,26.980
2017-01-06 06:00:00,1.746,2.858,8.333,5.720,161.75,26.980
2017-01-06 06:30:00,1.783,2.669,8.333,5.809,137.84,26.930
2017-01-06 07:00:00,1.767,3.261,8.696,6.003,160.17,26.930
2017-01-06 07:30:00,1.657,2.733,8.333,5.540,119.29,26.930
2017-01-06 08:00:00,1.707,2.617,8.000,5.895,135.64,26.890
2017-01-06 08:30:00,1.587,3.005,8.000,5.339,141.53,26.890
2017-01-06 09:00:00,1.708,3.142,8.333,5.605,122.46,26.890
2017-01-06 09:30:00,1.682,3.574,7.692,5.378,127.91,26.930
2017-01-06 10:00:00,1.589,2.437,8.000,5.275,128.61,26.980
2017-01-06 10:30:00,1.638,2.382,7.692,5.614,137.40,27.030
2017-01-06 11:00:00,1.622,3.154,7.692,5.196,129.49,27.080
2017-01-06 11:30:00,1.629,2.892,7.692,5.286,119.29,27.130
2017-01-06 12:00:00,1.620,2.619,8.000,5.488,129.22,27.170
2017-01-06 12:30:00,1.640,2.808,6.897,5.530,117.71,27.170
2017-01-06 13:00:00,1.612,3.065,7.692,5.446,132.21,27.170
2017-01-06 13:30:00,1.626,2.914,9.091,5.385,151.29,27.170
2017-01-06 14:00:00,1.661,2.442,7.692,5.688,119.82,27.170
2017-01-06 14:30:00,1.656,2.660,7.143,5.479,107.77,27.130
2017-01-06 15:00:00,1.738,2.933,7.407,5.503,120.79,27.130
2017-01-06 15:30:00,1.793,3.550,8.696,5.806,123.33,27.130
2017-01-06 16:00:00,1.705,3.359,8.696,5.647,115.95,27.130
2017-01-06 16:30:00,1.784,3.097,7.692,5.675,123.77,27.080
2017-01-06 17:00:00,1.728,3.212,8.000,5.553,124.21,27.080
2017-01-06 17:30:00,1.669,3.098,7.692,5.597,118.41,27.030
2017-01-06 18:00:00,1.618,2.668,8.000,5.633,125.53,27.030
2017-01-06 18:30:00,1.713,2.975,7.143,5.579,115.77,27.030
2017-01-06 19:00:00,1.689,2.748,7.143,5.502,126.24,27.030
2017-01-06 19:30:00,1.773,2.753,8.333,5.649,118.06,27.030
2017-01-06 20:00:00,1.719,2.962,8.000,5.381,111.38,27.030
2017-01-06 20:30:00,1.746,3.547,8.000,5.355,129.05,27.030
2017-01-06 21:00:00,1.728,2.578,7.692,5.537,129.05,27.030
2017-01-06 21:30:00,1.814,2.695,7.407,5.531,112.79,27.030
2017-01-06 22:00:00,1.872,3.175,7.407,5.437,121.84,27.030
2017-01-06 22:30:00,1.898,3.278,7.143,5.417,114.89,27.080
2017-01-06 23:00:00,1.929,2.959,7.407,5.453,127.47,27.080
2017-01-06 23:30:00,1.946,3.303,7.407,5.502,114.98,27.080
2017-01-07 00:00:00,2.043,3.527,7.407,5.573,106.10,27.080
2017-01-07 00:30:00,2.087,3.599,8.000,5.608,134.59,27.080
2017-01-07 01:00:00,2.075,3.466,7.143,5.613,114.98,27.080
2017-01-07 01:30:00,2.332,4.223,8.000,5.624,120.43,27.080
2017-01-07 02:00:00,2.184,3.579,7.143,5.653,118.41,27.080
2017-01-07 02:30:00,2.246,3.946,7.143,5.399,113.40,27.030
2017-01-07 03:00:00,2.488,3.750,6.897,5.670,119.29,27.030
2017-01-07 03:30:00,2.441,4.309,7.692,5.613,110.41,27.030
2017-01-07 04:00:00,2.550,5.023,7.143,5.862,123.95,27.030
2017-01-07 04:30:00,2.581,4.214,7.407,5.781,119.47,26.980
2017-01-07 05:00:00,2.535,4.283,7.143,5.805,118.94,26.930
2017-01-07 05:30:00,2.605,4.602,7.692,5.792,116.21,26.930
2017-01-07 06:00:00,2.563,4.324,7.692,5.893,112.35,26.930
2017-01-07 06:30:00,2.465,4.574,7.692,5.831,110.06,26.930
2017-01-07 07:00:00,2.642,5.041,7.407,5.800,109.44,26.930
2017-01-07 07:30:00,2.526,3.577,7.692,5.983,112.26,26.930
2017-01-07 08:00:00,2.593,4.031,7.692,6.006,118.85,26.890
2017-01-07 08:30:00,2.570,3.882,7.407,5.978,106.02,26.890
2017-01-07 09:00:00,2.624,4.662,8.000,5.911,108.30,26.890
2017-01-07 09:30:00,2.813,4.185,8.000,6.353,113.49,26.840
2017-01-07 10:00:00,2.569,5.210,8.333,5.993,124.21,26.790
2017-01-07 10:30:00,2.491,4.375,7.692,5.950,113.40,26.790
2017-01-07 11:00:00,2.492,4.252,8.333,6.104,114.54,26.840
2017-01-07 11:30:00,2.514,4.522,7.692,6.207,113.14,26.790
2017-01-07 12:00:00,2.388,3.973,7.692,6.197,107.95,26.790
2017-01-07 12:30:00,2.432,3.758,8.000,6.495,106.81,26.790
2017-01-07 13:00:00,2.378,4.238,7.143,6.282,113.49,26.840
2017-01-07 13:30:00,2.353,3.903,8.333,6.224,111.82,26.890
2017-01-07 14:00:00,2.289,3.424,8.000,6.002,114.98,26.890
2017-01-07 14:30:00,2.230,4.218,8.000,5.909,106.46,26.930
2017-01-07 15:00:00,2.381,3.823,7.692,6.115,110.85,26.930
2017-01-07 15:30:00,2.348,4.025,8.333,6.154,130.37,26.930
2017-01-07 16:00:00,2.247,3.660,7.407,6.257,102.76,26.930
2017-01-07 16:30:00,2.390,4.007,8.333,6.322,102.06,26.890
2017-01-07 17:00:00,2.400,4.150,9.091,6.119,121.31,26.890
2017-01-07 17:30:00,2.307,3.535,8.333,6.219,105.75,26.890
2017-01-07 18:00:00,2.285,3.835,8.333,6.148,103.29,26.890
2017-01-07 18:30:00,2.349,4.063,8.333,6.142,104.43,26.840
2017-01-07 19:00:00,2.295,4.110,8.696,6.059,99.60,26.840
2017-01-07 19:30:00,2.384,3.855,8.333,5.994,96.70,26.790
2017-01-07 20:00:00,2.280,3.729,8.696,6.127,98.37,26.790
2017-01-07 20:30:00,2.198,4.039,8.333,5.746,102.68,26.790
2017-01-07 21:00:00,2.420,4.496,8.333,5.907,98.46,26.790
2017-01-07 21:30:00,2.313,3.686,8.696,6.053,96.43,26.890
2017-01-07 22:00:00,2.555,4.247,8.696,6.015,101.44,26.890
2017-01-07 22:30:00,2.315,3.719,9.524,6.262,104.87,26.890
2017-01-07 23:00:00,2.333,3.979,7.692,6.018,101.18,26.890
2017-01-07 23:30:00,2.467,4.261,8.333,5.937,100.13,26.890
2017-01-08 00:00:00,2.497,4.458,8.696,5.882,100.74,26.890
2017-01-08 00:30:00,2.390,4.348,9.091,5.954,95.99,26.890
2017-01-08 01:00:00,2.435,4.580,7.692,6.191,93.97,26.890
2017-01-08 01:30:00,2.568,4.632,8.333,6.323,100.21,26.890
2017-01-08 02:00:00,2.460,4.059,9.091,6.268,97.93,26.890
2017-01-08 02:30:00,2.261,4.123,9.091,5.954,97.58,26.840
2017-01-08 03:00:00,2.311,3.655,8.333,5.847,98.54,26.790
2017-01-08 03:30:00,2.354,3.981,8.696,6.119,98.63,26.740
2017-01-08 04:00:00,2.632,3.877,9.091,6.699,93.71,26.740
2017-01-08 04:30:00,2.232,4.135,9.091,5.559,95.29,26.650
2017-01-08 05:00:00,2.217,3.376,8.333,5.810,97.66,26.600
2017-01-08 05:30:00,2.291,3.810,9.091,6.108,96.70,26.550
2017-01-08 06:00:00,2.376,3.369,8.333,6.249,98.02,26.510
2017-01-08 06:30:00,2.345,3.933,9.091,5.945,94.76,26.460
2017-01-08 07:00:00,2.290,3.845,9.091,6.073,96.96,26.410
2017-01-08 07:30:00,2.196,4.825,9.091,5.706,99.16,26.360
2017-01-08 08:00:00,2.006,3.318,8.000,5.743,93.18,26.360
2017-01-08 08:30:00,2.146,3.793,8.696,5.791,92.83,26.360
2017-01-08 09:00:00,2.149,4.343,8.696,5.864,94.15,26.360
2017-01-08 09:30:00,2.244,3.833,8.696,6.171,99.33,26.360
2017-01-08 10:00:00,2.077,3.938,8.696,6.057,99.51,26.360
2017-01-08 10:30:00,2.218,3.473,9.091,6.181,95.55,26.360
2017-01-08 11:00:00,1.930,3.561,9.524,5.819,100.83,26.410
2017-01-08 11:30:00,1.957,2.891,8.000,6.055,98.28,26.360
2017-01-08 12:00:00,2.045,3.492,8.696,5.977,99.51,26.360
2017-01-08 12:30:00,2.004,3.171,9.091,6.000,100.83,26.510
2017-01-08 13:00:00,1.908,2.833,8.333,6.086,101.00,26.550
2017-01-08 13:30:00,2.067,3.264,8.333,6.236,96.43,26.600
2017-01-08 14:00:00,1.974,3.630,8.696,6.047,100.65,26.600
2017-01-08 14:30:00,1.951,3.961,8.696,6.022,98.63,26.650
2017-01-08 15:00:00,1.891,3.505,8.333,6.051,103.29,26.650
2017-01-08 15:30:00,1.924,3.335,8.696,5.828,94.15,26.600
2017-01-08 16:00:00,1.904,3.122,9.091,5.910,95.11,26.550
2017-01-08 16:30:00,2.022,3.526,8.333,6.048,94.85,26.550
2017-01-08 17:00:00,1.964,3.044,8.333,6.069,98.72,26.550
2017-01-08 17:30:00,2.021,3.504,9.091,6.286,94.85,26.550
2017-01-08 18:00:00,1.932,3.044,8.696,5.979,95.47,26.510
2017-01-08 18:30:00,1.988,3.245,8.696,6.096,93.09,26.510
2017-01-08 19:00:00,1.804,2.927,8.000,5.958,89.93,26.510
2017-01-08 19:30:00,1.796,2.903,9.091,6.132,92.83,26.510
2017-01-08 20:00:00,1.783,3.174,9.091,6.125,89.22,26.460
