Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2017-01-17 02:00:00,1.616,2.795,15.385,6.721,153.93,26.890
2017-01-17 02:30:00,1.579,2.965,15.385,6.657,153.84,26.930
2017-01-17 03:00:00,1.665,3.163,15.385,6.746,153.75,26.890
2017-01-17 03:30:00,1.574,2.252,15.385,6.457,162.81,26.890
2017-01-17 04:00:00,1.538,2.459,15.385,6.889,159.82,26.840
2017-01-17 04:30:00,1.440,2.372,15.385,6.420,158.76,26.890
2017-01-17 05:00:00,1.438,2.504,8.696,6.487,155.77,26.980
2017-01-17 05:30:00,1.607,2.497,10.526,7.117,155.42,27.170
2017-01-17 06:00:00,1.500,2.297,15.385,6.658,159.82,27.170
2017-01-17 06:30:00,1.497,2.333,15.385,6.784,158.85,27.320
2017-01-17 07:00:00,1.544,2.216,15.385,7.440,157.18,27.510
2017-01-17 07:30:00,1.480,2.387,9.524,6.987,167.82,27.560
2017-01-17 08:00:00,1.510,2.524,15.385,6.951,153.49,27.660
2017-01-17 08:30:00,1.407,2.012,14.286,6.817,161.31,27.660
2017-01-17 09:00:00,1.325,2.285,14.286,6.750,156.30,27.800
2017-01-17 09:30:00,1.308,2.079,15.385,6.942,154.81,27.990
2017-01-17 10:00:00,1.282,2.074,15.385,6.903,158.24,28.040
2017-01-17 10:30:00,1.418,2.610,15.385,7.033,159.38,28.290
2017-01-17 11:00:00,1.242,1.878,15.385,6.520,161.40,28.380
2017-01-17 11:30:00,1.255,2.002,10.526,6.535,153.93,28.290
2017-01-17 12:00:00,1.250,2.632,14.286,6.334,152.26,27.990
2017-01-17 12:30:00,1.199,2.216,11.111,6.148,153.40,27.950
2017-01-17 13:00:00,1.074,1.756,15.385,6.169,123.25,27.900
2017-01-17 13:30:00,1.000,1.724,10.000,5.561,160.43,27.850
2017-01-17 14:00:00,1.028,1.759,14.286,5.483,162.72,27.850
2017-01-17 14:30:00,1.145,1.953,13.333,5.556,159.82,27.800
2017-01-17 15:00:00,1.137,1.850,14.286,5.132,158.67,27.700
2017-01-17 15:30:00,1.104,2.430,14.286,4.917,156.65,27.560
2017-01-17 16:00:00,1.063,1.889,13.333,5.031,158.32,27.560
2017-01-17 16:30:00,0.999,1.757,14.286,4.630,159.73,27.560
2017-01-17 17:00:00,1.065,1.751,14.286,4.965,157.80,27.560
2017-01-17 17:30:00,1.091,1.839,14.286,4.897,156.92,27.460
2017-01-17 18:00:00,1.001,1.892,13.333,4.774,163.42,27.460
2017-01-17 18:30:00,1.081,1.660,14.286,4.997,167.38,27.750
2017-01-17 19:00:00,1.024,1.718,14.286,4.629,156.39,27.700
2017-01-17 19:30:00,1.008,1.660,14.286,4.405,153.93,27.660
2017-01-17 20:00:00,1.047,1.820,13.333,4.434,159.82,27.560
2017-01-17 20:30:00,1.058,1.992,13.333,4.312,161.22,27.460
2017-01-17 21:00:00,1.122,2.094,14.286,4.313,160.70,27.460
2017-01-17 21:30:00,1.177,1.853,13.333,4.765,157.44,27.410
2017-01-17 22:00:00,1.185,2.269,13.333,5.054,155.69,27.320
2017-01-17 22:30:00,1.159,2.069,13.333,4.898,156.74,27.270
2017-01-17 23:00:00,1.130,2.738,13.333,4.703,164.74,27.130
2017-01-17 23:30:00,1.016,2.072,13.333,4.250,154.72,26.930
2017-01-18 00:00:00,1.020,1.738,13.333,4.460,156.21,26.890
2017-01-18 00:30:00,1.102,1.975,12.500,4.430,156.39,27.030
2017-01-18 01:00:00,1.088,1.834,12.500,4.390,156.92,26.930
2017-01-18 01:30:00,1.057,1.974,13.333,4.321,158.85,26.890
2017-01-18 02:00:00,1.014,1.897,13.333,3.959,155.42,26.890
2017-01-18 02:30:00,1.042,1.790,13.333,4.039,160.52,26.840
2017-01-18 03:00:00,0.956,1.906,12.500,3.713,154.72,26.790
2017-01-18 03:30:00,0.941,1.675,12.500,3.660,158.15,26.650
2017-01-18 04:00:00,0.980,1.697,12.500,3.869,159.38,26.650
2017-01-18 04:30:00,0.879,1.728,12.500,3.437,167.20,26.600
2017-01-18 05:00:00,0.826,1.325,13.333,3.430,167.29,26.550
2017-01-18 05:30:00,0.824,1.668,12.500,3.433,155.95,26.510
2017-01-18 06:00:00,0.815,1.593,12.500,3.237,168.70,26.510
2017-01-18 06:30:00,0.834,1.486,13.333,3.491,161.49,26.510
2017-01-18 07:00:00,0.789,1.376,13.333,3.541,153.84,26.510
2017-01-18 07:30:00,0.791,1.431,13.333,3.603,165.09,26.510
2017-01-18 08:00:00,0.783,1.545,11.765,3.458,149.36,26.550
2017-01-18 08:30:00,0.757,1.365,12.500,3.202,152.35,26.600
2017-01-18 09:00:00,0.734,1.467,12.500,3.196,155.69,26.600
2017-01-18 09:30:00,0.793,1.569,13.333,3.423,154.02,26.650
2017-01-18 10:00:00,0.764,1.334,13.333,3.253,141.53,26.650
2017-01-18 10:30:00,0.755,1.266,12.500,3.254,162.54,26.740
2017-01-18 11:00:00,0.800,1.604,12.500,3.691,160.70,26.890
2017-01-18 11:30:00,0.741,1.264,13.333,3.582,157.09,26.930
2017-01-18 12:00:00,0.750,1.426,12.500,3.386,160.17,26.930
2017-01-18 12:30:00,0.763,1.488,12.500,3.110,154.19,26.930
2017-01-18 13:00:00,0.802,1.506,12.500,3.089,155.42,26.980
2017-01-18 13:30:00,0.809,1.424,12.500,3.047,150.94,26.930
2017-01-18 14:00:00,0.851,1.443,12.500,3.095,151.03,26.890
2017-01-18 14:30:00,0.851,1.534,12.500,2.955,154.98,26.840
2017-01-18 15:00:00,0.822,1.387,12.500,3.085,151.99,26.840
2017-01-18 15:30:00,0.843,1.368,12.500,3.192,153.31,26.890
2017-01-18 16:00:00,0.873,1.392,3.448,3.179,15.91,26.980
2017-01-18 16:30:00,0.880,1.606,3.704,3.140,22.41,27.030
2017-01-18 17:00:00,0.923,1.595,3.922,3.147,19.86,27.080
2017-01-18 17:30:00,0.949,1.640,4.000,3.146,12.30,27.130
2017-01-18 18:00:00,0.953,1.682,4.000,3.161,20.65,27.130
2017-01-18 18:30:00,0.958,1.413,4.167,3.291,147.51,27.130
2017-01-18 19:00:00,1.003,1.735,4.348,3.450,14.67,27.900
2017-01-18 19:30:00,1.049,1.741,4.651,3.577,12.39,27.900
2017-01-18 20:00:00,1.151,1.940,4.651,3.345,13.44,27.800
2017-01-18 20:30:00,1.250,2.055,4.651,3.401,16.26,27.660
2017-01-18 21:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,27.610
2017-01-18 21:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-18 22:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-18 22:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-18 23:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-18 23:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 00:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 00:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 01:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 01:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 02:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 02:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 03:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 03:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 04:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 04:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 05:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 05:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 06:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 06:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 07:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 08:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 08:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 09:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 09:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 10:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 10:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 11:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 12:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 12:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 13:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 13:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 14:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 14:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 15:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 15:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 16:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 16:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 17:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 17:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 18:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 18:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 19:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 19:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 20:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 20:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 21:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 21:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 22:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 22:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 23:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-19 23:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 00:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 00:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 01:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 01:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 02:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 02:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 03:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 03:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 04:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 04:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 05:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 05:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 06:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 06:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 07:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 08:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 08:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 09:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 09:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 10:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 10:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 11:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 12:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 12:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 13:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 13:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 14:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 14:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 15:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 15:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 16:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 16:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 17:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 17:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 18:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 18:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 19:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 19:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 20:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 20:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 21:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 21:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 22:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 22:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 23:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-20 23:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 00:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 00:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 01:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 01:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 02:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 02:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 03:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 03:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 04:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 04:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 05:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 05:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 06:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 06:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 07:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 08:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 08:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 09:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 09:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 10:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 10:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 11:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 12:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 12:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 13:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 13:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 14:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 14:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 15:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 15:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 16:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 16:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 17:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 17:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 18:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 18:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 19:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 19:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 20:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 20:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 21:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 21:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 22:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 22:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 23:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-21 23:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 00:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 00:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 01:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 01:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 02:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 02:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 03:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 03:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 04:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 04:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 05:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 05:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 06:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 06:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 07:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 08:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 08:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 09:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 09:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 10:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 10:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 11:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 12:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 12:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 13:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 13:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 14:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 14:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 15:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 15:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 16:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 16:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 17:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 17:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 18:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 18:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 19:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 19:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 20:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 20:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 21:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 21:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 22:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 22:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 23:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-22 23:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 00:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 00:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 01:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 01:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 02:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 02:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 03:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 03:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 04:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 04:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 05:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 05:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 06:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 06:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 07:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 08:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 08:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 09:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 09:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 10:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 10:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 11:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 11:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 12:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 12:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 13:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 13:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 14:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 14:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 15:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2017-01-23 15:30:00,-99.9,-99.9,-99.9,-99.9,145.49,-99.9
2017-01-23 16:00:00,-99.9,-99.9,-99.9,-99.9,155.16,-99.9
2017-01-23 16:30:00,-99.9,-99.9,-99.9,-99.9,140.92,27.560
2017-01-23 17:00:00,-99.9,-99.9,-99.9,-99.9,142.94,27.560
2017-01-23 17:30:00,-99.9,-99.9,-99.9,-99.9,138.28,27.510
2017-01-23 18:00:00,-99.9,-99.9,-99.9,-99.9,145.58,27.460
2017-01-23 18:30:00,-99.9,-99.9,-99.9,-99.9,146.28,27.460
2017-01-23 19:00:00,-99.9,-99.9,-99.9,-99.9,134.23,27.410
2017-01-23 19:30:00,-99.9,-99.9,-99.9,-99.9,133.80,27.410
2017-01-23 20:00:00,-99.9,-99.9,-99.9,-99.9,135.38,27.370
2017-01-23 20:30:00,-99.9,-99.9,-99.9,-99.9,148.39,27.270
2017-01-23 21:00:00,-99.9,-99.9,-99.9,-99.9,143.47,27.220
2017-01-23 21:30:00,-99.9,-99.9,-99.9,-99.9,146.28,27.220
2017-01-23 22:00:00,-99.9,-99.9,-99.9,-99.9,144.43,27.170
2017-01-23 22:30:00,-99.9,-99.9,-99.9,-99.9,150.67,27.080
2017-01-23 23:00:00,-99.9,-99.9,-99.9,-99.9,140.04,27.030
2017-01-23 23:30:00,-99.9,-99.9,-99.9,-99.9,137.40,27.030
2017-01-24 00:00:00,-99.9,-99.9,-99.9,-99.9,130.89,27.030
2017-01-24 00:30:00,-99.9,-99.9,-99.9,-99.9,134.32,27.030
2017-01-24 01:00:00,-99.9,-99.9,-99.9,-99.9,133.53,27.030
2017-01-24 01:30:00,-99.9,-99.9,-99.9,-99.9,133.62,27.030
2017-01-24 02:00:00,-99.9,-99.9,-99.9,-99.9,133.27,27.030
