Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2018-01-01 00:00:00,0.942,1.454,4.905,5.880,175.63,25.050
2018-01-01 00:30:00,0.948,1.576,5.017,5.710,177.74,24.910
2018-01-01 01:00:00,0.953,1.682,5.198,5.550,178.44,24.870
2018-01-01 01:30:00,0.915,1.947,5.406,5.550,174.75,24.870
2018-01-01 02:00:00,0.930,1.723,5.278,5.710,173.69,24.730
2018-01-01 02:30:00,0.939,1.516,5.377,5.710,174.40,25.000
2018-01-01 03:00:00,0.929,1.978,5.352,5.710,179.41,25.470
2018-01-01 03:30:00,0.917,1.573,5.310,6.200,165.69,25.610
2018-01-01 04:00:00,0.903,1.825,5.614,5.880,160.24,25.700
2018-01-01 04:30:00,0.944,1.490,5.610,6.060,158.84,25.800
2018-01-01 05:00:00,0.873,1.740,5.654,6.200,172.55,25.750
2018-01-01 05:30:00,0.900,1.426,5.737,6.060,163.23,25.610
2018-01-01 06:00:00,0.920,1.766,5.615,6.450,144.16,25.840
2018-01-01 06:30:00,0.931,1.510,5.687,6.060,169.83,25.750
2018-01-01 07:00:00,0.870,1.547,5.713,12.000,167.80,25.610
2018-01-01 07:30:00,0.947,2.037,5.947,6.890,120.07,25.660
2018-01-01 08:00:00,0.935,1.577,5.912,6.890,165.78,25.800
2018-01-01 08:30:00,0.972,1.699,6.129,11.760,144.68,25.840
2018-01-01 09:00:00,0.957,1.473,6.136,7.400,139.32,26.030
2018-01-01 09:30:00,1.031,1.812,6.357,11.110,158.40,25.940
2018-01-01 10:00:00,1.055,2.155,6.245,11.110,159.80,26.460
2018-01-01 10:30:00,1.017,1.698,6.328,6.200,139.14,26.930
2018-01-01 11:00:00,1.069,2.188,6.585,11.760,165.08,26.790
2018-01-01 11:30:00,1.134,2.004,5.744,10.520,153.83,26.650
2018-01-01 12:00:00,1.199,2.117,5.764,11.110,161.39,26.510
2018-01-01 12:30:00,1.184,1.864,5.170,10.520,163.14,26.030
2018-01-01 13:00:00,1.120,2.007,4.980,10.520,161.83,25.990
2018-01-01 13:30:00,1.213,2.073,4.965,6.450,166.66,26.890
2018-01-01 14:00:00,1.128,2.028,4.958,9.520,153.30,26.740
2018-01-01 14:30:00,1.203,2.189,5.481,10.000,165.96,26.740
2018-01-01 15:00:00,1.250,2.309,5.387,10.520,169.39,26.790
2018-01-01 15:30:00,1.261,2.295,5.568,6.660,162.35,27.030
2018-01-01 16:00:00,1.162,2.040,5.033,10.000,166.22,27.030
2018-01-01 16:30:00,1.243,2.007,5.162,6.450,157.17,26.790
2018-01-01 17:00:00,1.162,2.010,5.004,7.400,166.84,26.700
2018-01-01 17:30:00,1.109,1.827,4.673,9.520,169.21,26.650
2018-01-01 18:00:00,1.067,2.244,4.411,9.520,157.08,26.550
2018-01-01 18:30:00,1.068,1.780,4.523,6.060,151.89,26.460
2018-01-01 19:00:00,1.050,1.848,4.596,6.890,154.35,26.360
2018-01-01 19:30:00,1.027,1.953,4.733,6.450,155.41,26.220
2018-01-01 20:00:00,0.961,1.770,4.652,9.520,163.14,26.130
2018-01-01 20:30:00,0.993,1.744,4.700,6.450,148.82,25.990
2018-01-01 21:00:00,1.007,1.973,4.729,6.060,161.21,25.840
2018-01-01 21:30:00,0.989,1.748,4.712,6.660,168.24,25.660
2018-01-01 22:00:00,0.970,1.532,4.580,6.200,148.82,25.560
2018-01-01 22:30:00,0.994,1.919,4.770,9.520,153.39,25.520
2018-01-01 23:00:00,0.906,1.565,4.696,6.450,144.68,25.520
2018-01-01 23:30:00,0.892,1.348,4.974,11.110,134.57,25.520
2018-01-02 00:00:00,0.861,1.474,4.936,9.520,145.47,25.560
2018-01-02 00:30:00,0.801,1.258,4.789,8.690,146.62,25.800
2018-01-02 01:00:00,0.797,1.246,4.888,10.520,120.68,25.840
2018-01-02 01:30:00,0.804,1.352,4.717,8.690,145.12,25.890
2018-01-02 02:00:00,0.854,1.396,4.613,11.760,117.87,25.840
2018-01-02 02:30:00,0.851,1.424,4.680,8.690,148.73,25.750
2018-01-02 03:00:00,0.830,1.573,4.569,11.760,122.35,25.750
2018-01-02 03:30:00,0.865,1.370,4.656,6.450,149.61,25.700
2018-01-02 04:00:00,0.811,1.526,4.764,6.200,128.24,25.700
2018-01-02 04:30:00,0.838,1.387,4.725,6.060,147.06,25.700
2018-01-02 05:00:00,0.806,1.318,4.616,6.200,136.86,25.940
2018-01-02 05:30:00,0.835,1.571,4.808,5.710,145.83,26.130
2018-01-02 06:00:00,0.816,1.392,4.583,6.200,143.89,26.130
2018-01-02 06:30:00,0.819,1.606,4.678,11.760,128.95,26.170
2018-01-02 07:00:00,0.817,1.285,4.764,11.760,131.32,26.170
2018-01-02 07:30:00,0.891,1.811,4.895,11.760,144.95,26.170
2018-01-02 08:00:00,0.852,1.423,4.918,11.110,124.64,26.270
2018-01-02 08:30:00,0.864,1.514,5.044,10.000,158.13,26.410
2018-01-02 09:00:00,0.860,1.336,4.974,9.520,161.83,26.510
2018-01-02 09:30:00,0.874,1.249,5.046,11.760,125.87,26.510
2018-01-02 10:00:00,0.904,1.410,5.130,13.330,152.42,26.510
2018-01-02 10:30:00,0.937,1.407,5.104,13.330,154.27,26.410
2018-01-02 11:00:00,0.985,1.868,5.269,13.330,160.33,26.410
2018-01-02 11:30:00,0.946,1.431,5.412,13.330,156.46,26.460
2018-01-02 12:00:00,1.003,1.548,5.485,13.330,149.17,26.650
2018-01-02 12:30:00,0.967,1.661,5.281,12.000,143.80,26.650
2018-01-02 13:00:00,1.027,1.790,5.381,12.000,156.11,26.600
2018-01-02 13:30:00,1.052,1.785,5.336,5.880,164.64,26.550
2018-01-02 14:00:00,1.026,1.646,5.397,12.000,161.47,26.600
2018-01-02 14:30:00,1.051,1.793,5.498,12.000,151.98,26.650
2018-01-02 15:00:00,1.144,1.729,5.873,12.000,157.61,26.650
2018-01-02 15:30:00,1.173,1.797,5.888,12.000,148.38,26.650
2018-01-02 16:00:00,1.030,1.678,5.364,13.330,154.44,26.650
2018-01-02 16:30:00,1.103,2.055,5.023,12.000,148.20,26.600
2018-01-02 17:00:00,1.189,1.966,4.783,12.000,158.93,26.550
2018-01-02 17:30:00,1.171,1.938,5.043,12.000,178.53,26.510
2018-01-02 18:00:00,1.049,2.106,5.023,12.000,156.64,26.410
2018-01-02 18:30:00,1.063,1.931,5.073,12.000,155.06,26.460
2018-01-02 19:00:00,1.157,2.007,4.764,6.450,119.54,26.510
2018-01-02 19:30:00,1.192,1.930,4.539,6.660,131.14,26.460
2018-01-02 20:00:00,1.281,2.214,4.661,4.340,131.76,26.410
2018-01-02 20:30:00,1.389,2.666,4.542,5.260,147.67,26.360
2018-01-02 21:00:00,1.368,2.854,4.608,4.870,152.60,26.360
2018-01-02 21:30:00,1.418,2.285,4.644,4.870,160.33,26.410
2018-01-02 22:00:00,1.396,2.534,4.439,5.120,147.41,26.360
2018-01-02 22:30:00,1.276,2.031,4.459,5.400,147.14,26.360
2018-01-02 23:00:00,1.279,2.882,4.254,5.260,134.57,26.270
2018-01-02 23:30:00,1.372,2.332,4.563,5.120,143.89,26.220
2018-01-03 00:00:00,1.312,2.141,4.444,5.260,134.40,26.170
2018-01-03 00:30:00,1.250,2.168,4.385,5.550,140.02,26.170
2018-01-03 01:00:00,1.297,2.037,4.546,5.400,135.10,26.170
2018-01-03 01:30:00,1.185,1.977,4.365,5.880,160.24,26.170
2018-01-03 02:00:00,1.242,2.531,4.667,5.710,129.47,26.220
2018-01-03 02:30:00,1.150,2.101,4.489,5.710,121.74,26.220
2018-01-03 03:00:00,1.210,2.022,4.649,6.060,128.33,26.360
2018-01-03 03:30:00,1.223,2.148,4.800,5.550,122.18,26.360
2018-01-03 04:00:00,1.243,2.082,5.115,6.890,107.50,26.270
2018-01-03 04:30:00,1.155,2.147,4.952,6.450,111.36,26.270
2018-01-03 05:00:00,1.159,2.081,4.909,6.660,109.87,26.220
2018-01-03 05:30:00,1.184,2.064,5.078,6.660,110.13,26.220
2018-01-03 06:00:00,1.098,1.796,5.041,6.660,108.02,26.220
2018-01-03 06:30:00,1.087,1.711,5.081,6.200,115.76,26.270
2018-01-03 07:00:00,1.066,1.870,5.068,6.450,114.35,26.270
2018-01-03 07:30:00,1.051,2.058,4.953,6.450,103.63,26.270
2018-01-03 08:00:00,1.066,1.845,5.117,6.450,104.86,26.270
2018-01-03 08:30:00,1.089,1.766,5.393,11.760,97.30,26.360
2018-01-03 09:00:00,1.107,1.664,5.257,6.060,150.05,26.360
2018-01-03 09:30:00,1.068,1.888,5.212,6.060,89.12,26.460
2018-01-03 10:00:00,1.102,1.757,4.972,6.060,92.73,26.510
2018-01-03 10:30:00,1.047,1.813,5.116,12.000,97.83,26.550
2018-01-03 11:00:00,1.078,1.934,5.217,11.760,146.09,26.740
2018-01-03 11:30:00,0.977,1.487,5.233,11.760,146.00,26.740
2018-01-03 12:00:00,1.017,1.539,5.319,11.760,159.01,26.840
2018-01-03 12:30:00,1.001,1.725,5.243,11.110,162.71,26.890
2018-01-03 13:00:00,1.014,1.664,5.080,11.110,146.88,26.890
2018-01-03 13:30:00,0.979,1.701,4.894,11.110,145.21,26.930
2018-01-03 14:00:00,1.137,1.749,5.122,11.110,93.96,26.410
2018-01-03 14:30:00,1.099,1.797,4.864,11.110,157.78,26.740
2018-01-03 15:00:00,1.110,1.970,4.800,11.110,160.51,26.930
2018-01-03 15:30:00,1.114,1.803,4.752,10.520,145.30,26.890
2018-01-03 16:00:00,1.113,2.150,4.701,10.520,152.42,26.890
2018-01-03 16:30:00,1.251,2.020,4.504,11.110,148.82,26.890
2018-01-03 17:00:00,1.302,2.053,4.546,4.160,150.75,26.840
2018-01-03 17:30:00,1.274,2.169,4.464,4.870,124.55,26.700
2018-01-03 18:00:00,1.336,2.638,4.478,4.760,153.65,26.650
2018-01-03 18:30:00,1.357,2.120,4.428,4.650,149.08,26.510
2018-01-03 19:00:00,1.345,2.321,4.318,4.760,154.35,26.410
